Albedo,B11,B12,BMI,Borate_Proxy,Clay_CMR,Elevation,Ferrous_Idx,Hydroxyl_OHI,Iron_Oxide,Label,NDSI,SI1,Silica_Proxy,Site,Slope
2307.706667468529,3154.0,2974.0,0.5775998731769182,0.9429296131896006,1.0605245460659045,2303,1.0256243496357962,1.0294993675792565,1.5392479758473996,1,-0.18046285212039948,2973.9216953376563,0.889069435637286,"Atacama, Chile",3.17278790473938
6952.88731391499,646.0,373.0,10.701238390092879,0.5773993808049536,1.7319034852546917,3661,0.09930822444273636,0.10407604317705817,1.0170692897439606,1,0.8291005492210388,2131.2029466946597,10.88390092879257,"Uyuni, Bolivia",1.356246829032898
6001.95722089732,2365.75,1352.25,2.3734545070273696,0.5715946317235548,1.7494915880939175,3968,0.37302901292967516,0.3894238683127572,1.1408132977144554,1,0.4316345751285553,3892.84034050546,2.707668463137131,"Hombre Muerto, Argentina",1.3836784362792969
2399.1761008652456,4230.8,3626.75,0.4522391352305316,0.8572255838139359,1.166554077341973,1366,1.3193762993762994,1.2485146566988001,1.4670731707317073,1,-0.2773897349834442,3446.1363292824035,0.6634679020516214,"Clayton Valley, USA",7.905487537384033
339.2734919129622,1393.5,701.5,0.15805525654825978,0.5034086831718694,1.9864575908766928,280,0.5687755102040817,0.5653144016227181,1.781309118426031,1,-0.5732430219650269,739.4027995619167,0.28154526970458077,"Greenbushes, Australia",2.995495557785034
3280.7965665537863,4612.5,4236.5,0.633423667570009,0.9184823848238483,1.0887525079664817,186,1.2241891820160304,1.2338166060346671,1.241528807758129,1,-0.17249560356140137,4090.3636757628287,0.7864137308039747,"Pilgangoora, Australia",2.7167110443115234
523.6186611598318,2417.0,2047.0,0.14635912287960282,0.8469176665287547,1.180752320468979,427,2.0345117845117846,1.9460547504025765,1.9363957597173145,1,-0.669967770576477,1286.7186949757122,0.2834091849400083,"Mount Marion, Australia",7.456114768981934
1051.8581266114354,3285.6666666666665,3265.1,0.172973521355382,0.9937404889925942,1.0062989392872093,180,1.854841744759324,1.8125316048361144,2.6498533724340176,1,-0.5876621007919312,2224.4581362659987,0.4583544689053465,"Wodgina, Australia",0.0
275.39160602071127,730.5,385.0,0.31567419575633127,0.5270362765229295,1.8974025974025974,289,0.9586614173228346,0.6136936432371884,1.2814397224631398,1,-0.42467090487480164,464.6103205913532,0.40451745379876797,"Tanco, Canada",3.704791784286499
560.7386336061438,2404.0166666666664,1737.3333333333335,0.16557434221651388,0.7226794046075666,1.3837394474290097,1145,1.4825881385548358,1.4055289211100714,1.7238485344984524,1,-0.6219291687011719,1284.3504594843953,0.28542508718048265,"Bikita, Zimbabwe",2.1001393795013428
736.9545440527522,2333.5,1818.5,0.24169702164131132,0.7793014784658239,1.2832004399230135,635,1.2769974461875229,1.0863594040968343,1.547872340425532,1,-0.5179703831672668,1427.28606102631,0.374116134561817,"Manono, Congo",4.1474080085754395
300.6980921000208,1282.0,757.0,0.17901716068642745,0.5904836193447738,1.6935270805812417,294,0.6879527770324658,0.7309007981755986,1.224400871459695,1,-0.548620879650116,600.2016327868494,0.21918876755070202,"Kings Mountain, USA",2.4520390033721924
1459.5307020992639,3114.0,2776.0,0.3553842860201242,0.8914579319203597,1.1217579250720462,1481,1.3486357730619316,1.3211709800593976,1.6061746987951806,1,-0.3746826946735382,2352.6867619808636,0.5708092485549133,"Thacker Pass, USA",2.650034189224243
1703.8558233215235,2228.3333333333335,2235.0,0.6507105459985041,1.0029917726252804,0.9970171513795676,3472,1.089827192696446,1.0993257687880285,1.3551724137931034,1,-0.1470487266778946,2092.528374956956,0.8818249813014211,"Salar de Arizaro, ARG",2.1161928176879883
1032.3988041960092,1547.5,1435.4,0.44652665589660745,0.9275605815831988,1.0780966977845896,4642,1.0689439665805964,1.0720471077242812,1.9619392185238784,1,-0.2446102648973465,1448.428717610915,0.8760581583198708,"Salar de Rincon, ARG",29.619657516479492
2466.2487920253843,4026.25,3418.6666666666665,0.45774604160198695,0.8490944841146641,1.1777252340093605,3902,1.062194961086928,1.0671216538563477,1.6300868149755834,1,-0.2504367530345917,3477.9105167470884,0.7461657870226638,"Salar de Olaroz, ARG",1.3714412450790405
2005.7726879150064,4133.333333333333,3671.1,0.33483870967741935,0.8881693548387097,1.1259113980369189,4628,1.3350559862187767,1.2952285451658727,1.8447563996696945,1,-0.36865341663360596,3248.5366668994943,0.6176958525345623,"Zabuye Lake, China",9.443178176879883
3004.58144616961,4833.666666666667,4668.5,0.45865802358458035,0.9658299427625681,1.0353789582663955,2770,1.2345899741179678,1.2315074309978769,1.6382498872350022,1,-0.2347056120634079,4189.973428714476,0.7513964554168677,"Taijinar Lake, China",2.1919944286346436
806.878662963374,2559.083333333333,1786.6666666666667,0.21945959215163688,0.6981666612393762,1.4323227611940297,3852,1.6126417868645846,1.5250794596742152,1.844678811121764,1,-0.5460948348045349,1628.2537681004558,0.4048324595395487,"Jiajika, China",26.72439956665039
420.0056795250909,2152.5,1331.0,0.10940766550522649,0.6183507549361208,1.617205108940646,36,1.04170027423778,0.9334851195316312,2.2261146496815285,1,-0.6567250490188599,1062.2843898881315,0.2435540069686411,"Finniss, Australia",4.223622798919678
478.65123002035625,1976.5,1251.6666666666667,0.1639261320516064,0.6332743064339321,1.5790945406125165,172,1.0073904179408766,1.0877820583379196,1.7685185185185186,1,-0.593630313873291,1064.206042080198,0.28990640020237796,"Mt Cattlin, Australia",5.656683921813965
1128.888544058893,3653.6666666666665,3317.6666666666665,0.1322415837970988,0.908037587811331,1.1012759971867778,340,1.5663046584738498,1.5409813018416982,3.537771645394964,1,-0.6344150304794312,2499.06667022355,0.4678405254994982,"Bald Hill, Australia",2.146784782409668
442.21846034134154,1790.5,1148.0,0.15610164758447362,0.6411616866796984,1.5596689895470384,313,0.898394380331159,0.8253053699008989,2.0697674418604652,1,-0.6221970319747925,1017.7446880234747,0.3230941077911198,"Sigma, Canada",0.9274099469184875
482.094821240248,1554.0,768.5,0.24292149292149293,0.4945302445302445,2.022121014964216,306,0.5677749360613811,0.5680862730762201,1.176158940397351,1,-0.44423791766166687,830.6479398638149,0.2857142857142857,"Whabouchi, Canada",1.49449622631073
266.945925759102,557.0,298.3333333333333,0.4060442848593656,0.535607420706164,1.8670391061452516,353,0.603394318728936,0.6973707744589519,1.253184545741657,1,-0.32010072469711304,397.3282198456514,0.5088484226724802,"Moblan, Canada",1.4655932188034058
281.76474968786755,2017.3333333333335,1067.0,0.08885492399206874,0.528916060806345,1.8906591690096846,979,0.7950865438302624,0.8445436784817193,1.5174337517433751,1,-0.6947159171104431,740.7527702726915,0.1348314606741573,"Mina do Barroso, Portugal",2.7802884578704834
354.30318937316946,1984.5,1136.5,0.11816578483245149,0.5726883345930965,1.7461504619445667,1060,1.0921849201981289,1.0669354838709677,1.7100213219616205,1,-0.6638021469116211,892.0675422858966,0.20206601158982113,"Sepeda, Portugal",7.640714645385742
946.3261136764248,3240.6666666666665,2041.0,0.19031577864636906,0.6298086813412879,1.587783766127715,439,1.243540547454592,1.1843174969545425,2.006755843804891,1,-0.5728846192359924,2002.7144357374345,0.3819173009668792,"San Jose, Spain",3.032268762588501
268.98451008685737,772.5,432.0,0.227831715210356,0.5592233009708738,1.7881944444444444,1207,0.6217303822937625,0.563457330415755,1.7556818181818181,1,-0.4392175078392029,488.5718984960146,0.4,"Wolfsberg, Austria",30.573266983032227
310.9760172960824,1601.5,701.0,0.1582891039650328,0.43771464252263503,2.2845934379457917,625,0.6532735060167244,0.6159615384615384,1.1045364891518739,1,-0.6131956577301025,669.6416952370872,0.17483609116453325,"Cinovec, Czech Republic",8.601622581481934
435.6019781099867,1123.0,568.5,0.26580587711487086,0.506233303650935,1.9753737906772209,837,0.5005571651437486,0.48207769907705517,1.711892797319933,1,-0.41169077157974243,757.5308574573052,0.45503116651825465,"Zinnwald, Germany",3.465143918991089
557.1322404360865,1861.0,1048.0,0.22246104245029555,0.5631380977968834,1.775763358778626,41,0.8627723690310617,0.768373245251858,1.565217391304348,1,-0.5229132771492004,1098.1475310722144,0.3481998925308974,"Ewoyaa, Ghana",6.6773552894592285
951.0937563318,3200.0,2272.0,0.185,0.71,1.408450704225352,346,1.1544011544011543,1.0951403148528405,2.123310810810811,1,-0.5667074918746948,2005.592181875468,0.3928125,"Goulamina, Mali",1.3251789808273315
1143.8918946590481,3547.0,2406.0,0.20411615449675782,0.6783197067944742,1.474231088944306,351,1.1178695241096754,1.0817322354376335,2.100828729281768,1,-0.5455337762832642,2322.711131415183,0.4288130814773048,"Bougouni, Mali",1.3248182535171509
2007.5983386273408,4814.0,4403.25,0.2499376817615289,0.9146759451599501,1.0932833702378926,991,1.3343804860020327,1.315540171251594,2.276845079787234,1,-0.46196284890174866,3631.5221326600777,0.5690693809721645,"Karibib, Namibia",4.108673095703125
504.69828032862034,2206.0,1492.0,0.15231187669990934,0.6763372620126926,1.4785522788203753,1325,1.2092640811292312,1.127379583493037,1.8266369047619047,1,-0.6161172389984131,1163.5860518242732,0.2782184950135993,"Arcadia, Zimbabwe",4.776005268096924
1405.6480367906233,3897.6666666666665,2943.8,0.220285640981784,0.7552723851877192,1.3240256357995333,1117,1.3768349163984615,1.3021738162056216,2.1954344281388307,1,-0.5057141780853271,2710.5537564613373,0.48362268023603866,"Zulu, Zimbabwe",2.0956902503967285
303.5204551042099,1274.0,538.0,0.15620094191522763,0.42229199372056514,2.3680297397769516,832,0.367358708189158,0.36213757816941444,1.1155778894472361,1,-0.4926772117614746,531.8157575702322,0.17425431711145997,"Besshi, Japan",22.250539779663086
2262.3993347771298,5036.666666666667,4899.75,0.3327597617471873,0.9728160158835207,1.0279436025647568,4068,1.476595328838073,1.4688441722562458,1.7115155131264916,1,-0.4158545732498169,3801.0101727479414,0.5695234943745864,"Paso de Sico, Chile",2.229059934616089
2438.6187726904996,3352.25,2919.75,0.5993984140005468,0.8709821761503468,1.1481291206438908,496,1.0998195538057742,1.0728916626660265,1.4049435965494361,1,-0.1624452769756317,3076.264252303433,0.8421209635319562,"Searles Lake, USA",5.747834205627441
3212.8104519252297,5289.0,5133.166666666666,0.4522594063149934,0.9705363332703093,1.030358128510666,183,1.1898762654668167,1.2091906721536352,1.6546822742474916,1,-0.2616889178752899,4575.353756814876,0.7483456229911136,"Bristol Lake, USA",0.9274099469184875
1747.9674825350728,3572.3333333333335,3271.6666666666665,0.37090603713725856,0.9158346552206773,1.0919001528273053,812,1.3175964346088829,1.3307257714037375,1.620377358490566,1,-0.3619438409805298,2769.4403165019944,0.6010077447046748,"Cadiz Lake, USA",25.09524154663086
1762.1454726175891,3693.25,3226.0,0.3576795505313748,0.8734854125769986,1.1448388096714197,-69,1.0858241865934928,1.0427018633540373,1.6389099167297503,1,-0.37009042501449585,2827.6998161049555,0.58620456237731,"Salton Sea Geothermal, USA",2.7802884578704834
